Id,SalePrice
1738,215250.0
1739,268515.0
1740,184715.0
1741,172550.0
1742,174430.0
1743,175300.0
1744,335930.0
1745,234523.7
1746,275201.3
1747,233918.6
1748,203675.0
1749,157745.0
1750,149320.0
1751,251585.0
1752,125370.0
1753,133050.0
1754,204047.0
1755,168930.0
1756,127085.0
1757,118960.0
1758,145980.0
1759,163355.8
1760,166290.0
1761,151990.0
1762,162990.0
1763,169700.0
1764,117663.0
1765,166630.5
1766,173102.4
1767,194940.0
1768,138950.0
1769,181299.0
1770,141120.0
1771,144000.0
1772,141300.0
1773,153000.0
1774,130830.0
1775,140375.0
1776,119730.0
1777,116940.0
1778,139480.0
1779,116738.3
1780,175783.5
1781,137917.5
1782,95520.0
1783,132067.6
1784,88290.0
1785,118192.0
1786,129960.0
1787,182240.0
1788,67231.1
1789,96455.0
1790,79510.0
1791,166525.8
1792,155280.0
1793,147320.0
1794,135735.0
1795,136145.0
1796,124330.0
1797,119420.0
1798,120223.0
1799,118090.0
1800,123470.0
1801,141840.0
1802,151475.0
1803,143220.0
1804,143022.0
1805,137440.0
1806,110500.0
1807,164430.0
1808,122435.0
1809,149297.0
1810,136735.0
1811,126540.0
1812,122860.0
1813,113560.0
1814,99298.3
1815,66062.2
1816,93650.0
1817,156374.0
1818,156107.5
1819,123300.4
1820,76670.0
1821,118000.0
1822,159357.5
1823,57332.2
1824,150290.0
1825,137340.3
1826,98900.0
1827,115226.0
1828,146610.3
1829,124343.0
1830,138850.0
1831,150530.0
1832,101390.0
1833,153950.0
1834,121690.0
1835,164790.0
1836,121250.0
1837,107075.0
1838,145355.0
1839,83920.0
1840,173333.7
1841,163208.7
1842,83850.0
1843,142520.0
1844,134680.0
1845,132290.5
1846,146245.0
1847,151540.0
1848,59812.2
1849,115330.0
1850,124380.0
1851,157588.7
1852,125813.0
1853,135790.0
1854,167150.0
1855,142190.0
1856,220000.0
1857,168017.0
1858,151715.9
1859,121690.6
1860,149560.5
1861,124654.8
1862,261317.8
1863,243085.6
1864,243085.6
1865,346313.6
1866,342499.3
1867,237739.0
1868,305483.9
1869,194587.0
1870,214930.0
1871,265726.3
1872,172278.0
1873,229850.0
1874,135340.0
1875,199258.0
1876,186750.0
1877,214187.8
1878,202350.0
1879,129710.0
1880,139940.0
1881,245019.9
1882,242606.5
1883,198675.0
1884,216336.5
1885,255022.2
1886,289498.3
1887,207089.6
1888,276620.0
1889,166783.6
1890,142320.0
1891,144290.0
1892,112835.0
1893,138190.0
1894,124050.0
1895,150350.0
1896,123300.0
1897,110000.0
1898,108390.0
1899,130590.0
1900,158115.0
1901,152088.7
1902,142160.0
1903,209710.0
1904,136630.0
1905,175750.0
1906,140320.0
1907,195530.0
1908,123840.0
1909,129500.0
1910,126790.0
1911,195547.0
1912,301168.0
1913,162550.0
1914,67390.0
1915,348165.4
1916,60771.1
1917,248139.0
1918,130170.0
1919,154669.7
1920,160010.0
1921,366904.8
1922,371442.6
1923,192440.0
1924,231765.0
1925,218619.0
1926,404467.5
1927,134280.0
1928,153845.0
1929,123640.0
1930,127528.3
1931,134016.0
1932,134840.0
1933,166597.0
1934,191550.0
1935,176210.0
1936,200825.0
1937,194550.0
1938,177040.0
1939,289160.0
1940,192100.0
1941,171378.5
1942,206550.0
1943,192500.0
1944,310432.0
1945,341473.2
1946,138075.8
1947,326738.7
1948,160050.0
1949,245200.0
1950,190300.0
1951,285765.0
1952,244650.0
1953,166190.0
1954,211737.0
1955,131040.0
1956,269690.0
1957,149250.0
1958,295621.3
1959,136275.0
1960,116273.0
1961,118503.3
1962,92640.0
1963,94500.0
1964,111100.0
1965,147370.0
1966,147280.0
1967,315004.3
1968,399448.1
1969,370540.5
1970,354800.5
1971,382552.0
1972,359833.7
1973,249990.0
1974,304420.0
1975,429869.2
1976,281756.1
1977,375100.0
1978,384226.8
1979,355408.2
1980,202874.5
1981,325131.1
1982,233650.0
1983,229800.0
1984,172470.0
1985,210146.8
1986,224104.6
1987,185070.6
1988,177689.0
1989,185830.0
1990,221200.0
1991,224604.0
1992,211404.0
1993,169274.0
1994,242380.0
1995,181230.0
1996,246791.9
1997,292576.5
1998,372980.9
1999,250530.0
2000,313455.1
2001,265467.8
2002,244825.0
2003,244300.0
2004,253870.7
2005,253580.0
2006,220218.8
2007,258434.5
2008,216365.8
2009,195295.0
2010,188430.0
2011,159058.5
2012,172387.0
2013,182010.0
2014,188420.0
2015,187250.0
2016,193505.0
2017,201470.0
2018,123338.3
2019,128730.0
2020,115450.0
2021,118040.0
2022,178690.0
2023,140390.5
2024,207404.0
2025,339426.8
2026,174742.5
2027,149183.2
2028,153799.2
2029,176370.0
2030,283703.2
2031,244140.0
2032,274950.0
2033,274213.2
2034,173110.0
2035,217105.0
2036,190400.0
2037,198500.0
2038,313087.7
2039,190710.0
2040,407232.1
2041,300900.0
2042,208672.5
2043,172412.4
2044,161825.8
2045,235050.0
2046,138976.8
2047,149120.0
2048,134305.0
2049,134005.8
2050,196770.0
2051,101900.0
2052,139650.0
2053,145595.0
2054,86720.0
2055,157770.0
2056,116620.0
2057,120800.0
2058,225547.0
2059,136140.0
2060,165050.0
2061,164835.6
2062,138300.0
2063,106740.0
2064,145920.0
2065,127280.0
2066,148595.8
2067,135740.0
2068,127536.3
2069,87925.0
2070,111902.6
2071,85990.0
2072,128660.0
2073,137330.0
2074,184130.0
2075,151675.0
2076,120235.0
2077,151735.0
2078,130250.0
2079,127680.0
2080,115665.0
2081,123170.0
2082,131100.0
2083,153103.7
2084,112560.0
2085,133923.0
2086,114240.0
2087,125220.0
2088,112250.0
2089,90740.0
2090,144797.0
2091,132478.7
2092,147085.3
2093,110790.0
2094,147230.0
2095,145490.0
2096,92010.0
2097,108400.0
2098,138400.0
2099,60352.2
2100,113110.0
2101,139560.0
2102,148040.0
2103,102700.0
2104,135280.0
2105,155697.4
2106,70300.0
2107,230950.0
2108,115853.0
2109,121378.0
2110,127888.0
2111,160930.0
2112,134145.3
2113,124207.5
2114,100885.0
2115,150795.0
2116,125516.0
2117,148160.0
2118,116190.0
2119,109530.0
2120,113810.0
2121,112070.0
2122,109350.4
2123,87990.0
2124,171700.0
2125,115980.0
2126,151090.0
2127,148890.0
2128,155147.4
2129,94100.0
2130,151320.0
2131,150400.0
2132,116000.0
2133,113238.0
2134,114880.4
2135,99730.0
2136,95450.0
2137,126608.0
2138,132150.0
2139,144250.0
2140,138975.0
2141,134730.0
2142,122343.0
2143,153640.0
2144,128668.9
2145,133450.0
2146,153490.0
2147,155670.0
2148,121340.0
2149,128940.0
2150,263857.8
2151,121990.0
2152,171390.0
2153,160320.0
2154,105900.0
2155,120550.0
2156,235140.0
2157,220674.0
2158,236192.6
2159,203650.0
2160,170715.0
2161,259170.0
2162,460682.7
2163,329931.3
2164,274521.4
2165,165350.0
2166,146150.0
2167,208357.8
2168,211810.0
2169,196740.0
2170,213313.7
2171,149450.0
2172,147170.0
2173,158210.0
2174,232829.9
2175,321163.2
2176,340532.4
2177,244579.9
2178,219523.0
2179,154520.0
2180,192950.0
2181,189150.0
2182,231979.0
2183,188307.0
2184,142290.0
2185,142623.3
2186,145490.0
2187,149906.0
2188,160250.0
2189,196925.0
2190,95770.0
2191,96370.0
2192,95650.0
2193,90875.0
2194,116130.0
2195,111260.0
2196,124250.0
2197,115533.0
2198,155370.0
2199,173430.0
2200,124170.0
2201,129040.0
2202,207845.6
2203,130785.3
2204,169540.0
2205,103750.0
2206,128820.0
2207,244813.0
2208,253197.0
2209,167715.8
2210,127450.0
2211,116220.0
2212,112900.0
2213,113350.4
2214,152765.0
2215,102045.0
2216,158230.3
2217,57612.2
2218,101350.0
2219,73820.0
2220,86930.0
2221,348415.4
2222,216497.8
2223,275008.6
2224,198230.0
2225,136476.4
2226,183505.0
2227,199364.0
2228,291482.2
2229,224619.1
2230,165218.5
2231,210846.0
2232,171280.0
2233,172050.1
2234,278325.6
2235,201450.0
2236,275256.3
2237,361359.2
2238,214467.8
2239,119200.0
2240,165500.0
2241,151390.0
2242,142940.0
2243,137050.0
2244,89550.0
2245,91140.0
2246,137600.0
2247,92400.0
2248,128100.0
2249,126190.0
2250,140610.0
2251,111000.0
2252,155945.8
2253,160720.0
2254,183614.0
2255,192195.0
2256,185920.0
2257,197154.0
2258,168737.0
2259,182964.0
2260,145925.0
2261,180850.0
2262,198800.0
2263,328725.0
2264,421495.4
2265,167130.0
2266,301192.6
2267,366810.9
2268,381029.4
2269,171260.0
2270,181596.5
2271,246775.0
2272,212123.0
2273,163300.0
2274,174380.0
2275,164165.0
2276,197907.8
2277,170890.0
2278,157040.0
2279,122298.3
2280,120993.0
2281,178479.5
2282,182550.0
2283,94600.0
2284,113190.4
2285,155630.0
2286,127590.0
2287,352007.6
2288,288573.4
2289,346900.0
2290,420366.1
2291,305503.2
2292,418665.0
2293,406267.6
2294,387398.1
2295,409177.9
2296,268712.3
2297,308873.9
2298,348388.0
2299,390971.3
2300,319310.0
2301,270929.1
2302,232179.9
2303,256877.6
2304,242339.0
2305,181160.0
2306,182060.0
2307,184226.5
2308,230173.2
2309,283840.0
2310,231600.0
2311,195091.5
2312,190137.0
2313,173530.0
2314,179604.5
2315,172140.0
2316,173799.0
2317,180780.0
2318,171770.0
2319,179846.0
2320,171294.5
2321,263104.0
2322,166992.0
2323,184269.0
2324,170973.5
2325,217328.0
2326,166537.0
2327,216900.0
2328,214100.0
2329,178560.0
2330,176200.0
2331,350121.3
2332,397639.0
2333,318470.0
2334,262617.8
2335,263380.0
2336,338501.2
2337,206637.5
2338,266710.0
2339,233276.0
2340,374328.4
2341,209997.0
2342,254000.0
2343,217836.5
2344,233837.8
2345,246200.0
2346,218718.8
2347,201179.5
2348,227490.0
2349,171698.5
2350,273066.1
2351,258286.4
2352,265954.5
2353,212125.0
2354,124850.0
2355,159930.0
2356,155630.0
2357,199100.0
2358,199840.0
2359,116600.0
2360,125520.0
2361,137990.0
2362,255878.0
2363,137550.0
2364,158030.0
2365,219000.0
2366,190520.0
2367,241773.2
2368,200847.9
2369,232473.2
2370,172020.0
2371,166150.0
2372,171380.2
2373,279793.5
2374,300490.0
2375,246792.2
2376,279718.0
2377,396379.8
2378,152795.0
2379,204440.0
2380,147970.0
2381,164280.0
2382,199694.0
2383,201600.0
2384,230369.0
2385,151236.0
2386,147465.0
2387,136055.0
2388,104930.0
2389,130140.0
2390,127525.0
2391,136250.0
2392,118495.0
2393,161700.0
2394,144910.0
2395,198500.0
2396,147635.0
2397,204550.0
2398,120500.0
2399,65750.0
2400,73281.1
2401,118940.0
2402,133678.0
2403,130335.8
2404,139940.0
2405,164645.0
2406,128525.0
2407,134040.0
2408,140620.0
2409,121813.0
2410,152055.5
2411,126290.0
2412,151427.4
2413,135007.5
2414,136935.0
2415,129455.8
2416,127305.0
2417,141800.0
2418,127950.0
2419,125100.0
2420,118538.3
2421,154990.0
2422,112788.3
2423,156972.0
2424,143125.5
2425,193590.0
2426,133670.0
2427,151080.0
2428,176773.4
2429,119685.0
2430,129550.0
2431,103748.3
2432,133480.0
2433,150940.0
2434,148320.0
2435,152790.0
2436,101278.0
2437,117750.0
2438,120300.0
2439,114005.0
2440,123230.0
2441,102999.3
2442,109273.0
2443,114230.0
2444,130510.0
2445,103500.0
2446,126250.0
2447,209923.0
2448,135890.0
2449,117965.0
2450,157150.0
2451,126710.0
2452,215289.5
2453,92790.0
2454,130190.0
2455,119675.0
2456,136500.0
2457,121070.4
2458,121650.0
2459,110640.0
2460,132270.0
2461,117110.0
2462,140020.0
2463,123040.0
2464,150290.0
2465,121447.1
2466,110680.0
2467,145997.0
2468,100250.0
2469,98025.0
2470,173070.0
2471,188650.0
2472,159030.0
2473,113260.0
2474,115000.0
2475,234400.0
2476,109160.0
2477,132720.0
2478,164400.0
2479,122110.0
2480,146675.0
2481,136900.0
2482,128370.0
2483,113910.0
2484,137650.0
2485,129370.0
2486,154895.0
2487,192740.0
2488,167137.5
2489,154315.0
2490,155130.0
2491,100445.0
2492,177740.0
2493,132370.0
2494,161950.0
2495,99467.1
2496,208875.0
2497,154250.0
2498,114110.0
2499,89139.3
2500,134690.0
2501,141400.0
2502,143400.0
2503,103167.6
2504,177920.0
2505,219969.0
2506,257217.7
2507,312856.3
2508,251320.7
2509,221285.0
2510,229406.0
2511,182124.9
2512,217001.5
2513,216695.0
2514,278310.0
2515,152290.0
2516,147249.0
2517,132230.0
2518,138130.0
2519,224642.7
2520,211610.0
2521,196400.0
2522,218040.0
2523,146563.3
2524,138600.0
2525,141490.0
2526,147685.0
2527,128740.0
2528,136090.0
2529,132680.0
2530,108780.0
2531,236465.0
2532,227007.8
2533,194025.0
2534,259190.0
2535,310212.9
2536,251000.0
2537,200760.0
2538,185117.5
2539,191995.0
2540,178318.0
2541,179927.5
2542,171043.0
2543,126588.3
2544,138705.0
2545,125175.0
2546,138312.5
2547,140240.0
2548,158600.0
2549,169500.0
2550,354959.0
2551,145900.0
2552,129625.0
2553,92010.0
2554,136707.5
2555,115850.0
2556,103640.0
2557,112925.0
2558,164360.0
2559,133340.0
2560,131772.5
2561,131672.7
2562,132920.0
2563,135467.9
2564,167490.0
2565,121660.0
2566,156135.3
2567,123110.0
2568,187842.4
2569,189350.0
2570,125550.0
2571,168000.0
2572,186400.0
2573,263550.0
2574,315640.0
2575,116290.0
2576,139984.5
2577,156865.0
2578,91728.3
2579,67611.1
2580,126030.0
2581,144550.0
2582,121290.0
2583,294172.8
2584,163140.0
2585,173260.0
2586,208598.0
2587,200179.6
2588,157970.0
2589,148410.0
2590,225489.0
2591,201025.0
2592,213422.8
2593,254480.0
2594,179823.0
2595,206680.0
2596,357881.2
2597,179200.0
2598,242500.0
2599,367567.4
2600,166612.4
2601,153026.0
2602,86700.0
2603,88690.0
2604,82040.0
2605,87550.0
2606,138292.0
2607,173550.0
2608,211200.0
2609,171430.0
2610,114150.0
2611,141780.0
2612,146623.7
2613,129210.0
2614,126670.0
2615,153745.0
2616,139325.0
2617,173160.0
2618,184675.0
2619,189940.0
2620,193050.0
2621,183304.0
2622,189450.0
2623,247823.0
2624,268562.5
2625,356904.4
2626,168230.0
2627,184150.0
2628,388595.1
2629,589228.0
2630,359017.7
2631,426005.9
2632,389623.8
2633,351930.7
2634,385434.7
2635,149310.0
2636,188670.0
2637,180390.0
2638,231017.8
2639,174250.0
2640,153390.0
2641,104747.1
2642,194595.0
2643,111440.0
2644,120100.0
2645,93840.0
2646,94840.0
2647,98100.0
2648,137750.0
2649,143390.0
2650,148580.0
2651,148940.0
2652,483975.9
2653,267330.0
2654,259440.0
2655,406215.0
2656,319455.0
2657,331346.1
2658,282703.5
2659,310489.6
2660,312512.4
2661,374850.0
2662,401458.1
2663,263290.0
2664,297143.2
2665,337604.2
2666,294236.1
2667,166025.0
2668,174587.0
2669,180828.5
2670,282693.9
2671,181911.0
2672,176406.3
2673,199571.2
2674,195963.2
2675,163607.0
2676,184280.0
2677,205750.0
2678,242271.0
2679,268100.0
2680,259419.3
2681,400286.1
2682,308592.5
2683,482212.2
2684,328088.3
2685,339480.0
2686,262906.0
2687,328926.7
2688,232391.6
2689,206650.0
2690,427353.6
2691,187945.0
2692,128580.0
2693,202383.0
2694,132050.0
2695,183430.0
2696,183390.0
2697,199475.0
2698,189810.0
2699,186650.0
2700,169504.0
2701,143658.2
2702,130350.0
2703,137745.8
2704,141230.0
2705,133372.5
2706,120127.5
2707,126760.0
2708,133525.0
2709,115750.0
2710,127500.0
2711,295840.0
2712,386052.0
2713,166770.0
2714,153235.2
2715,164320.0
2716,164070.0
2717,183983.5
2718,235830.0
2719,163295.0
2720,169479.0
2721,145855.0
2722,168120.0
2723,150220.0
2724,123240.0
2725,133145.0
2726,145800.0
2727,179250.0
2728,161055.0
2729,158055.0
2730,152345.0
2731,119210.0
2732,117803.0
2733,159020.0
2734,139778.2
2735,135845.0
2736,149740.0
2737,120640.0
2738,131321.6
2739,157290.0
2740,137650.0
2741,150360.0
2742,152485.0
2743,153035.0
2744,150495.0
2745,138040.0
2746,137200.0
2747,163950.0
2748,123655.0
2749,130500.0
2750,138020.0
2751,131228.7
2752,232910.0
2753,161510.0
2754,180805.0
2755,121260.0
2756,97490.0
2757,73480.0
2758,84975.0
2759,160500.0
2760,137145.0
2761,148470.0
2762,154290.0
2763,173240.0
2764,169240.0
2765,272249.5
2766,154840.0
2767,93320.0
2768,123130.0
2769,135150.0
2770,142895.2
2771,124047.5
2772,124550.0
2773,159937.0
2774,146683.2
2775,130090.0
2776,148449.0
2777,148950.0
2778,117055.0
2779,145544.0
2780,112190.0
2781,107415.0
2782,97000.0
2783,112360.0
2784,128855.0
2785,138017.5
2786,78650.0
2787,114830.0
2788,83825.0
2789,183800.0
2790,104875.0
2791,121805.0
2792,80050.0
2793,155779.0
2794,100221.5
2795,119160.0
2796,107750.0
2797,144049.0
2798,123650.0
2799,121980.0
2800,76250.0
2801,119450.0
2802,131810.0
2803,145931.0
2804,153970.0
2805,95595.0
2806,93530.0
2807,147695.2
2808,150305.0
2809,131090.0
2810,135950.0
2811,160390.0
2812,138346.0
2813,143780.3
2814,145865.8
2815,97588.0
2816,271300.0
2817,162780.0
2818,123740.0
2819,180840.0
2820,143640.0
2821,109300.0
2822,161155.0
2823,233347.0
2824,171920.0
2825,161450.0
2826,126776.0
2827,146520.0
2828,209117.0
2829,194707.0
2830,225490.9
2831,195155.8
2832,219150.0
2833,305907.6
2834,213570.0
2835,222786.8
2836,192475.0
2837,150975.0
2838,148335.0
2839,179320.0
2840,190680.0
2841,200280.0
2842,217090.0
2843,154032.5
2844,161270.0
2845,126640.0
2846,204090.0
2847,197270.0
2848,209140.0
2849,211127.5
2850,269900.0
2851,241823.5
2852,223467.8
2853,219917.8
2854,141620.0
2855,198355.0
2856,203007.5
2857,191830.0
2858,193540.0
2859,155400.0
2860,133550.0
2861,137185.9
2862,201797.8
2863,120480.0
2864,234940.5
2865,146073.3
2866,130750.0
2867,92480.0
2868,120340.0
2869,121020.0
2870,165610.0
2871,121309.0
2872,66002.2
2873,111010.0
2874,142360.0
2875,116760.0
2876,156292.5
2877,129300.0
2878,160605.0
2879,149520.0
2880,114750.0
2881,138840.0
2882,152305.0
2883,170530.0
2884,192961.0
2885,162401.5
2886,193740.0
2887,111365.0
2888,115620.0
2889,74700.0
2890,77730.0
2891,130350.0
2892,64582.2
2893,128840.0
2894,57611.1
2895,355465.8
2896,313650.0
2897,191780.0
2898,151940.5
2899,247476.3
2900,165020.0
2901,194280.0
2902,179645.0
2903,338904.3
2904,315663.2
2905,113110.0
2906,208940.0
2907,112590.0
2908,131700.0
2909,134095.8
2910,81200.0
2911,86750.0
2912,140895.0
2913,84540.0
2914,84890.0
2915,85190.0
2916,84680.0
2917,160150.0
2918,112850.0
2919,231093.4
