company,education,experience,location,position,salary
驰财金融,大专,3-5年,杭州,安卓app开发工程师,7k-12k
筑美信息科技,本科,1-3年,杭州,android开发工程师,8k-15k
数数儿,本科,不限,杭州,Android/IOS资深开发工程师,16k-32k
浙江东驰科技,大专,1-3年,杭州,Android开发工程师,9k-15k
友么(杭州)网络,本科,3-5年,杭州,安卓开发工程师,13k-25k
易星科技,本科,3-5年,杭州,Android开发工程师,10k-11k
杭州芒极科技有限公司,本科,1-3年,杭州,Android,5k-7k
潮流网络,本科,不限,杭州,Android开发工程师（应用方向）,10k-20k
中骏集团,本科,3-5年,上海,Android开发工程师,20k-30k
与德通讯,本科,3-5年,上海,Android驱动工程师,12k-24k
泛微软件,本科,3-5年,上海,高级安卓开发工程师,15k-20k
公牛集团,本科,3-5年,上海,安卓工程师,15k-30k
京东集团,本科,5-10年,上海,Android开发工程师,18k-30k
国通快递,本科,1-3年,上海,Android开发工程师,12k-18k
科匠(中国),大专,1-3年,上海,Android,8k-10k
链家网,本科,3-5年,上海,Android高级开发,15k-25k
泛微软件,本科,1-3年,上海,Android安卓开发工程师,10k-15k
腾讯,本科,5-10年,上海,25927-高级安卓虚拟化工程师（上海）,25k-45k
游伴伴,本科,3-5年,上海,资深android开发工程师,10k-18k
酒店哥哥网,本科,1-3年,上海,Android开发工程师,12k-20k
平安好房,本科,3-5年,上海,高级Android工程师,15k-25k
chinapex,本科,3-5年,上海,Android开发工程师,10k-20k
平安好房,本科,1-3年,上海,Android工程师,10k-20k
艾艺,本科,3-5年,上海,Android工程师,10k-20k
云钓客,本科,3-5年,上海,Android开发工程师,11k-22k
吾声,大专,1-3年,上海,Android开发工程师,10k-20k
WIT,大专,1-3年,上海,Android开发,8k-9k
上海源石数据,大专,3-5年,上海,移动端开发工程师（Android）,15k-20k
纬创,本科,1-3年,上海,Android工程师,8k-14k
益昂科技有限公司,本科,3-5年,上海,Android,10k-15k
上海西弗瑞,本科,1-3年,上海,Android工程师,8k-10k
科匠(中国),大专,1-3年,上海,Android开发工程师,6k-10k
纬创,本科,1-3年,上海,安卓开发,6k-11k
平安好房,本科,3-5年,上海,移动研发工程师 Android工程师,15k-30k
科权科技,大专,3-5年,上海,Android开发工程师,13k-18k
容易网,本科,5-10年,上海,高级Android工程师,20k-25k
中科创达,大专,1-3年,上海,Android 软件工程师,10k-20k
日日煮,本科,3-5年,上海,Android 开发工程师,15k-25k
中再融,大专,3-5年,北京,UI设计,13k-26k
飞驰镁物,本科,5-10年,北京,Scrum Master,25k-35k
阿尔山金融科技,本科,3-5年,北京,前端工程师（app）,7k-13k
华图教育,本科,3-5年,北京,Android,10k-20k
创牛互娱,大专,3-5年,北京,AR开发工程师,10k-20k
软通动力,大专,3-5年,北京,北京-Android开发工程师-海淀黄庄,13k-17k
禧云国际集团,大专,3-5年,北京,Andorid工程师/研发经理,15k-25k
软通动力,本科,1-3年,北京,APP测试,8k-13k
一一五科技,本科,3-5年,北京,高级Android开发工程师（组件）,15k-20k
猎豹移动,本科,3-5年,北京,Android开发工程师,15k-30k
苏宁,大专,3-5年,北京,Android,15k-30k
粿宝家,本科,1-3年,北京,中高级安卓开发工程师,10k-15k
滴滴出行,本科,3-5年,北京,Android,25k-40k
软通动力,本科,3-5年,北京,安卓开发工程师,15k-28k
诚迈科技,本科,不限,北京,android研发工程师,9k-18k
汇美视界,大专,1-3年,北京,测试工程师,7k-14k
北京易思普软件,本科,5-10年,北京,JAVA高级开发工程师,10k-20k
上海微创软件,本科,1-3年,北京,黑盒测试工程师-赴商汤科技,8k-10k
泰岩互动,大专,1-3年,北京,产品专员,7k-10k
侨网科技,大专,1-3年,北京,Android,16k-18k
葡萄游戏厅,本科,1-3年,北京,渠道商务,10k-15k
软通动力,大专,不限,北京,app测试工程师,9k-13k
瑞智华胜,本科,3-5年,北京,产品经理（短视频APP）,20k-35k
星澜科技,本科,3-5年,北京,安卓开发工程师,10k-20k
萌科科技,本科,3-5年,北京,U3D工程师,15k-20k
宜信公司,本科,3-5年,北京,测试工程师,15k-27k
快手,本科,3-5年,北京,移动端播放器工程师,20k-40k
苏宁,硕士,5-10年,北京,架构师,25k-35k
乐视金融,本科,3-5年,北京,Android开发工程师,15k-25k
社科赛斯,本科,3-5年,北京,前端,8k-12k
云克科技,本科,1-3年,北京,android开发,12k-16k
Owhat,大专,3-5年,北京,UI设计师,10k-20k
木蚂蚁,大专,1-3年,北京,Android中级开发工程师,10k-20k
超级简历,本科,3-5年,北京,全栈工程,15k-30k
来下科技,本科,不限,北京,微信小游戏开发,10k-18k
追光动画,本科,5-10年,北京,人脸三维重建研发工程师,20k-40k
和易富科技有限公司,本科,3-5年,北京,Android开发工程师,6k-10k
随心瑜,本科,5-10年,北京,高级iOS研发工程师,20k-30k
远行,不限,3-5年,北京,资深UI设计师,10k-15k
北龙青云,本科,3-5年,北京,WEB前端开发工程师,9k-18k
安博教育,本科,不限,北京,Android开发工程师,12k-18k
全向时空体育,本科,3-5年,北京,Android,10k-20k
北京乐海互动,大专,1-3年,北京,棋牌游戏测试,4k-6k
北京凡拓,本科,3-5年,北京,UE4工程师,10k-15k
亮剑科技,本科,1-3年,北京,Android工程师,15k-20k
北京快人科技有限公司,本科,3-5年,北京,高级UI设计师,25k-35k
医协创智,本科,3-5年,北京,测试工程师,10k-20k
融胜科技,本科,3-5年,北京,Java开发工程师,10k-16k
金色华勤,本科,1-3年,北京,Android开发工程师,10k-15k
北京纬创,本科,3-5年,北京,中高级Android开发,10k-15k
黑派科技,本科,3-5年,北京,Android开发,18k-28k
黑派科技,本科,3-5年,北京,React Native开发,18k-30k
嘀嗒出行,本科,5-10年,北京,Android开发架构师,25k-40k
普天新能源,本科,3-5年,北京,Android,8k-10k
正通博瑞,本科,3-5年,北京,Android开发,13k-15k
软通动力,本科,1-3年,北京,测试工程师,8k-10k
huimor,本科,3-5年,北京,高级ui设计师,10k-20k
易医康,大专,1-3年,北京,测试工程师,8k-12k
美飒格集团,本科,1-3年,北京,C/C++开发工程师,9k-18k
中软国际,大专,1-3年,北京,安卓服务端测试,8k-10k
众链云,本科,1-3年,北京,UI设计师,4k-5k
硬球科技,本科,1-3年,北京,手游客户端工程师,15k-20k
北京艾瑞海航,不限,不限,北京,送餐员,8k-10k
北京世纪天尚,大专,1-3年,北京,android开发,7k-10k
高德地图,本科,3-5年,北京,室内地图移动端高级研发,20k-30k
威速科技,不限,不限,北京,测试工程师,4k-6k
赢销通,本科,3-5年,北京,中级Web前端开发工程师/H5,15k-25k
北京纬创,本科,3-5年,北京,Android开发工程师,10k-18k
青牛软件,本科,应届生,北京,Android软件工程师,8k-13k
弥财,大专,5-10年,北京,高级前端开发工程师,20k-30k
滴滴出行,本科,5-10年,北京,驾驶安全客户端开发工程师/专家,30k-60k
滴滴出行,本科,3-5年,北京,驾驶安全客户端开发工程师/专家,30k-60k
全民互娱,大专,3-5年,北京,Unity开发工程师,10k-16k
神州租车,本科,3-5年,北京,高级Android开发工程师,16k-28k
北京尚德机构,本科,1-3年,北京,UED,10k-15k
兰雄,大专,5-10年,北京,Android,10k-20k
牛仔网,本科,不限,北京,APP推广实习生,2k-4k
星河互联,本科,3-5年,北京,HTML5,20k-21k
星河互联,本科,1年以内,北京,Android,25k-40k
天学网,硕士,5-10年,北京,技术总监,40k-80k
蓝信移动,本科,5-10年,北京,Android高级开发工程师,20k-40k
爱点击互动,本科,1-3年,北京,移动客户端开发,15k-30k
PowerVision,本科,3-5年,北京,Android开发工程师,15k-25k
互联网配送,大专,3-5年,北京,安卓开发工程师,20k-30k
北京七个柒,大专,3-5年,北京,JAVA软件工程师,10k-15k
北京七个柒,大专,1-3年,北京,后端开发,10k-15k
云派网络,本科,3-5年,北京,测试工程师,15k-20k
网易,硕士,3-5年,北京,Android,18k-36k
网易,本科,不限,北京,Android,4k-5k
自如网,本科,3-5年,北京,高级Android开发工程师,20k-38k
布卡,本科,3-5年,北京,Android,10k-15k
知乎,本科,3-5年,北京,Android工程师,15k-30k
新浪网,本科,3-5年,北京,Android开发工程师,15k-30k
腾讯,本科,3-5年,北京,腾讯视频android高级工程师,17k-34k
平安科技,本科,3-5年,北京,APP推广经理,18k-35k
美亚柏科,大专,3-5年,北京,网络安全逆向技术安全工程师,35k-50k
亚创智诚,大专,不限,北京,测试工程师--app,7k-12k
易车公司,本科,3-5年,北京,Android高级开发,20k-30k
PaPa口袋影院,本科,3-5年,北京,高级React-native前端工程师,10k-20k
金山办公软件,本科,3-5年,北京,客户端开发工程师,20k-40k
善思为科技,本科,5-10年,北京,Java,50k-60k
乐动卓越,本科,1-3年,北京,android开发工程师,12k-20k
中致投资,不限,不限,北京,安卓开发工程师,10k-20k
中致投资,大专,3-5年,北京,Android开发工程师,10k-20k
微早教,本科,3-5年,北京,高级前端工程师,15k-20k
北京京东科技,不限,5-10年,北京,Android高级工程师,30k-50k
宜创科技,大专,1-3年,北京,UI设计师,5k-10k
宜创科技,本科,1年以内,北京,初级Android开发工程师,4k-7k
北京京东科技,本科,3-5年,北京,中高级安卓开发工程师,15k-30k
北京纬创,本科,3-5年,北京,Android开发工程师,10k-15k
网易,本科,1-3年,北京,高级客户端开发工程师,18k-25k
狸米科技,本科,3-5年,北京,测试工程师,15k-30k
狸米科技,本科,5-10年,北京,高级测试工程师,20k-40k
借贷宝,本科,3-5年,北京,Android,30k-60k
蓝凌科技,大专,1-3年,北京,APP测试（驻场）,8k-10k
易贝乐国际少儿英语,本科,5-10年,北京,cto,20k-30k
互连众信,本科,5-10年,北京,技术总监-偏后台,40k-70k
互连众信,本科,5-10年,北京,技术总监,40k-70k
万门教育,本科,1-3年,北京,UI设计,8k-15k
作业盒子,本科,1-3年,北京,H5游戏开发工程师,15k-30k
禾多科技,本科,3-5年,北京,Android开发工程师,15k-30k
直真科技,本科,3-5年,北京,测试工程师,20k-25k
直真科技,本科,3-5年,北京,测试工程师---北京,20k-30k
时空代码,本科,3-5年,北京,UI设计师,8k-12k
直真科技,本科,3-5年,北京,android工程师,20k-25k
邦邦汽服,本科,3-5年,北京,产品经理,18k-30k
直真科技,本科,3-5年,北京,android工程师,20k-30k
六律科技,本科,1-3年,北京,Android工程师,10k-15k
招商新智,本科,1-3年,北京,web前端工程师,8k-15k
悉见,本科,3-5年,北京,驱动工程师,15k-30k
恩梯梯数据,本科,10年以上,北京,系统架构师/SA,25k-45k
乐学乐教,本科,3-5年,北京,Android技术开发,12k-20k
乐学乐教,大专,3-5年,北京,Android高级工程师,15k-22k
worldline,本科,不限,北京,应用工程师实习生,2k-3k
畅捷通,本科,1-3年,北京,功能测试工程师,10k-15k
万能小哥,本科,1年以内,北京,安卓工程师,8k-12k
新创娱游,不限,1-3年,北京,系统策划,18k-22k
北京未动科技有限公司,本科,1-3年,北京,高级C++系统工程师,20k-35k
云漾信息科技,本科,3-5年,北京,Android,15k-25k
小米,本科,3-5年,北京,高级iOS开发-快应用,25k-40k
北京世纪天尚,本科,1-3年,北京,安卓开发工程师,8k-12k
网贷天眼,大专,3-5年,北京,UI设计师,10k-20k
乞丐科技,不限,1-3年,北京,Cocos2dx-lua手游工程师,8k-15k
i量化,本科,3-5年,北京,Android App开发,15k-30k
傲游,大专,3-5年,北京,Android开发工程师,15k-20k
新创娱游,本科,3-5年,北京,游戏系统策划,10k-20k
磁力信,本科,3-5年,北京,产品经理（晨犀）,15k-25k
华星辉煌,本科,3-5年,北京,测试工程师,8k-15k
纬创,本科,5-10年,北京,Java开发工程师,15k-20k
小米,本科,5-10年,北京,性能功耗测试,20k-21k
国联景行,不限,不限,北京,送餐员,8k-12k
乾元恒业,大专,1年以内,北京,Android,10k-12k
数字家圆,本科,3-5年,北京,安卓开发架构师,23k-30k
京东金融,本科,3-5年,北京,HTML5,15k-30k
所思科技,硕士,3-5年,北京,视频编解码工程师,25k-50k
璧晟科技,本科,5-10年,北京,BeTime - Android开发工程师,25k-50k
立普世咖啡机,本科,5-10年,北京,Android开发工程师,10k-15k
野子科技,本科,1-3年,北京,UI设计师,7k-9k
爱空间,大专,3-5年,北京,APP推广,10k-20k
北京好脉,不限,不限,北京,UI设计师,8k-15k
新动源(北京)汽车科技,大专,3-5年,北京,Android,10k-15k
西盈信息THNWIN,本科,1-3年,北京,java开发,6k-12k
爱奇艺,本科,3-5年,北京,影业-视觉设计师,10k-20k
中鸿信和,大专,3-5年,北京,Android开发工程师（编号：sn-102）,6k-9k
时光记忆,本科,1-3年,北京,HTML5开发工程师,13k-17k
联想集团,本科,1-3年,北京,测试工程师,10k-15k
墨迹天气,本科,3-5年,北京,Android中级研发工程师,15k-20k
亿润投资集团,本科,3-5年,北京,Android开发工程师,12k-15k
易博,大专,3-5年,北京,Android开发工程师,8k-15k
六律科技,本科,1-3年,北京,Android工程师,10k-15k
和和互娱,大专,1-3年,北京,web前端,10k-17k
云派游戏,本科,1-3年,北京,Android开发,13k-25k
LBE TECH,本科,1-3年,北京,Android研发工程师,15k-30k
LBE TECH,本科,1-3年,北京,测试工程师,8k-16k
北京易博中天,大专,3-5年,北京,安卓开发工程师,10k-15k
LBE TECH,本科,1-3年,北京,服务端研发工程师,15k-30k
时空感应科技,本科,1-3年,北京,社交APP  android开发工程师,6k-12k
时空感应科技,本科,1-3年,北京,安卓开发,6k-12k
时空感应科技,本科,1-3年,北京,android开发工程师,6k-12k
时空感应科技,本科,1-3年,北京,社交APP  android开发,6k-12k
宝福万通,本科,1-3年,北京,前端开发工程师,6k-9k
盟客,本科,3-5年,北京,前端工程师,10k-15k
盟客,本科,3-5年,北京,高级前端工程师,10k-15k
智友恒远,本科,1年以内,北京,Android,9k-12k
彼阁数据,本科,1-3年,北京,Android工程师,12k-18k
开网科技,大专,1-3年,北京,安卓开发工程师,10k-13k
小码联城,本科,3-5年,北京,Android,15k-30k
盈澜科技,大专,3-5年,北京,UI设计师,10k-15k
盈澜科技,大专,3-5年,北京,Android工程师,15k-20k
DGT,本科,1-3年,北京,UI设计,9k-12k
彼阁数据,大专,1-3年,北京,Android开发,10k-18k
易医康,大专,1-3年,北京,中级测试工程师,8k-12k
优恩国际,本科,1-3年,北京,web前端工程师,5k-8k
三才科技,本科,1-3年,北京,Android,11k-14k
大连斯锐信息技术公司,本科,3-5年,北京,Android,12k-18k
北京勤实信息,本科,1-3年,北京,JAVA,8k-16k
QTT,不限,3-5年,北京,前端高级开发工程师,12k-18k
拓者设计学院,本科,3-5年,北京,Android,13k-17k
大圣互动,大专,3-5年,北京,系统架构师（移动APP服务端）,15k-30k
恒远鑫达,本科,3-5年,北京,高级UI\UE设计师,15k-20k
北京勤实信息,本科,3-5年,北京,JAVA开发,9k-13k
三体云联,不限,3-5年,北京,安卓工程师,10k-20k
神州数码,大专,3-5年,北京,UI设计（web端）,10k-11k
商霸,不限,1-3年,北京,测试,8k-12k
思源科技集团,本科,5-10年,北京,高级Android研发工程师,20k-35k
本原道康企业管理咨询,大专,3-5年,北京,初中级app测试工程师,10k-18k
趣学世界,大专,1-3年,北京,Android开发工程师,10k-20k
高预美,大专,1-3年,北京,初级测试,7k-10k
积云教育,本科,3-5年,北京,Android培训讲师,15k-20k
爱奇艺,本科,1-3年,北京,Android多媒体高级工程师,30k-50k
斗米,本科,1-3年,北京,前端开发工程师,13k-26k
世纪鹤图,不限,3-5年,北京,cocos2D工程师,13k-18k
龙拳风暴,本科,3-5年,北京,高级UI设计师,15k-25k
房管家,本科,应届生,北京,测试工程师,3k-6k
LeanCloud,不限,3-5年,北京,资深 Android 工程师,20k-30k
微传播,大专,3-5年,北京,H5游戏前端开发工程师,15k-28k
微传播,大专,3-5年,北京,COCOS JS 主程,10k-20k
微传播,大专,3-5年,北京,Cocos creator工程师,10k-20k
广州骏伯网络,大专,3-5年,北京,广告销售经理总监,15k-25k
郑州超预企服,大专,1-3年,北京,app测试,9k-13k
茄子快传,本科,3-5年,北京,中级多媒体研发工程师,20k-40k
尧米科技,本科,3-5年,北京,安卓工程师,15k-25k
分布哈希,本科,1-3年,北京,安卓开发工程师,15k-25k
花圃科技,本科,3-5年,北京,高级产品经理,18k-30k
捷汇科技,本科,不限,北京,Android,10k-20k
Firefly,不限,不限,北京,高级前端开发工程师,15k-25k
云漾信息科技,本科,3-5年,北京,Android开发工程师,15k-25k
浙海华地,不限,不限,北京,送餐员,4k-8k
华星辉煌,本科,1-3年,北京,UI设计师,8k-15k
小米,本科,不限,北京,Android开发-桌面,20k-40k
赢美,不限,3-5年,北京,前端工程师,10k-20k
弥财,本科,5-10年,北京,高级前端开发工程师,20k-35k
悦商东方科技有限公司,本科,1年以内,北京,Android,5k-8k
所思科技,本科,5-10年,北京,资深工程师（ VR ),25k-40k
Firefly,不限,不限,北京,高级前端开发工程师,15k-25k
PINTEC品钛,本科,3-5年,北京,产品经理（海外业务）,23k-30k
美家尽有,本科,3-5年,北京,安卓开发工程师,12k-17k
PINTEC品钛,本科,3-5年,北京,Android开发工程师,15k-25k
菲沃体育文化传播,本科,应届生,北京,小程序开发,6k-7k
志行正,大专,3-5年,北京,前端开发工程师,10k-20k
志行正,本科,3-5年,北京,android开发工程师,10k-15k
所思科技,硕士,3-5年,北京,Unity工程师,18k-36k
杏树林,本科,应届生,北京,Android开发工程师,8k-12k
火币网,本科,3-5年,北京,高级安卓工程师,20k-40k
多面体科技,本科,1-3年,北京,驱动开发工程师,15k-30k
摩丰,本科,1年以内,北京,COCOS Ceator 手游 游戏 开发 程序,10k-15k
木蚂蚁,大专,3-5年,北京,Android开发,10k-18k
PaPa口袋影院,本科,3-5年,北京,高级React-native前端工程师,10k-20k
法本信息,大专,3-5年,北京,安卓开发,9k-15k
简单心理,不限,3-5年,北京,App 端开发工程师,20k-30k
简单心理,不限,3-5年,北京,App 端开发工程师,20k-30k
亚创智诚,本科,3-5年,北京,Android系统开发,15k-25k
中恒天,大专,1-3年,北京,UI设计师,10k-20k
北京海量数据,本科,3-5年,北京,移动开发经理,18k-30k
三才科技,本科,1-3年,北京,Android,10k-15k
高思教育,本科,应届生,北京,初级测试工程师,3k-6k
费恩莱斯,本科,5-10年,北京,技术总监,30k-60k
人人智能,本科,3-5年,北京,人工智能应用全栈开发工程师,16k-24k
人人智能,本科,3-5年,北京,人工智能Android高级开发工程师,12k-18k
拉索星球,本科,3-5年,北京,Android,15k-30k
阿里巴巴高德,本科,1-3年,北京,Android,15k-30k
知乎,不限,不限,北京,Android 开发工程师,15k-16k
去哪儿,不限,3-5年,北京,资深前端开发工程师,25k-40k
车车智能,本科,1-3年,北京,Android,7k-10k
阿里集团,本科,5-10年,北京,资深产品专家,40k-60k
北京格物,不限,1-3年,北京,Android高级开发工程师,30k-50k
风霆迅,大专,1-3年,北京,安卓开发工程师,10k-15k
阿里巴巴零售通,本科,3-5年,北京,资深算法工程师,20k-40k
网梯科技发展有限公司,本科,1-3年,北京,Android,10k-15k
静谧之信花艺,本科,3-5年,北京,Android开发工程师,12k-18k
中信网科,本科,1-3年,北京,移动产品经理,10k-20k
联发科技,硕士,应届生,北京,驱动开发,10k-20k
铛铛科技,本科,3-5年,北京,Android高级研发工程师,20k-40k
猎豹移动,本科,3-5年,北京,Android开发工程师,15k-25k
猎豹移动,本科,3-5年,北京,高级产品经理,15k-30k
猎豹移动,本科,5-10年,北京,Android开发工程师,15k-30k
Hulu北京,本科,1-3年,北京,移动端工程师,30k-50k
北京勤实信息,本科,1-3年,北京,JAVA开发工程师,10k-16k
OKCoin,本科,3-5年,北京,资深Android开发工程师／TL,40k-75k
北京勤实信息,本科,1-3年,北京,JAVA开发,10k-16k
北京勤实信息,本科,1-3年,北京,Java开发,10k-16k
汇生活网络科技,大专,3-5年,北京,移动端开发工程师,10k-20k
猎豹移动,硕士,3-5年,北京,Android开发工程师,20k-35k
ihandy,不限,1-3年,北京,游戏设计师,10k-20k
今日头条,本科,1-3年,北京,高级Android开发工程师,20k-40k
北京邦利德,本科,3-5年,北京,高级测试工程师,10k-20k
今日头条,本科,3-5年,北京,资深Android开发工程师,25k-50k
斑码当先,本科,1-3年,北京,软件测试工程师,5k-9k
北京途歌科技,本科,5-10年,北京,资深测试工程师,20k-30k
纹路,本科,3-5年,北京,Android开发工程师,20k-30k
荣码科技,本科,3-5年,北京,java开发工程师,10k-20k
人人智能,本科,3-5年,北京,人工智能Android高级开发工程师,12k-18k
中科软,本科,3-5年,北京,中级前端开发工程师,8k-15k
闪惠,本科,3-5年,北京,Android,15k-25k
腾跃校长在线,大专,3-5年,北京,测试工程师,15k-20k
真漫,本科,3-5年,北京,Android,15k-25k
黑熊搏击,大专,3-5年,北京,前端H5开发工程师,13k-20k
心上,本科,3-5年,北京,高级测试开发工程师（测试开发leader）,25k-40k
阿蛮游学教育,不限,不限,北京,视觉设计师,7k-10k
